1110;Ололоо;DIKSI  -50269 KKM1;855;-224
1111;Другая категория;ADIDAS FO;-590;828
1112;Магазины;VESHCH YASENEVO;-933;536
1113;Другая категория;OOO BYUTI LAB;-986;718
1114;ЛОлоло;LUKOIL AZK 57;25;319
1115;Аптеки;PLANETA SUSHI-TAGANKA  R;-976;912
1116;Ололоо;A B CLUB;-874;532
1117;Еще одна категория;MAGNIT GM NIZNII NOVGOROD;912;-646
1118;Машины;AZK 3 "PANDA";-360;704
1119;Аптеки;TRANSCREDITBANK GCSS;-661;899
1120;Какая-то категория;TZK 275;-433;-247
1121;Какая-то категория;GAP EVROPEYSKIY;496;-831
1122;Ололоо;APTECHNAYA SET SALVIYA;-697;918
1123;Компьтеры;KAFE REGATA I KO.RESTA;415;960
1124;Машины;BANKOMAT 780057 15691449;501;872
1125;Еще одна категория;H&M HENNES & MAURITZ KAJA;235;267
1126;Какая-то категория;KFC FEDINO,MOSKVA;142;38
1127;Машины;SOKOLNIKI STATION     ;-113;224
1128;Компьтеры;ATM 79510 MDM BANK NNO;902;80
1129;Ололоо;SUPERMERCATO TO.MARKET;-142;222
1130;Ололоо;MAZK BP RC009;-6;-238
1131;Еще одна категория;VSE DLYA SNA;502;-358
1132;Магазины;SUFRA;531;-873
1133;Какая-то категория;MANGO UFA MEGA TOUCH  SH;-106;271
1134;Компьтеры;ATM 702249;-76;766
1135;Ололоо;AZS 6 ZARECHNAYA;-657;152
1136;Ололоо;FOX IKEA MEGA PARNAS  SH;-812;-875
1137;Какая-то категория;BANKOMAT 580170 83690012;698;-292
1138;ЛОлоло;LADY & GENTLEMAN CITY;132;-610
1139;Какая-то категория;ROSTIKS               ;-201;291
1140;Другая категория;SUPERMAN0000008    QPS;755;79
1141;Машины;OOO REGSTAER SH2.1;-154;336
1142;Еще одна категория;MELODIYA ZDOROVYA 1;-157;538
1143;Другая категория;AZS 221, DZERZHINSK;181;418
1144;ЛОлоло;REG.RU OOO;75;256
1145;ЛОлоло;Jesper Junior Armada;-662;435
1146;Компьтеры;RADEZH-88 KASSA3;-868;-182
1147;Магазины;BANKOMAT 790922 8635;-212;148
1148;Итернет;Pulkovskoe Sh.,25;696;936
1149;ЛОлоло;SIBIRSKIE BLINY;885;292
1150;Другая категория;MYASNAYA YARMARKA;-658;689
1151;ЛОлоло;TAVERNA RANCHO;-355;706
1152;Машины;176/BR.YANA RAYNISA,4,1;688;-525
1153;Итернет;MCDONALDS 24407    QPS;-539;391
1154;Еще одна категория;PEREKRESTOK_ZORGE;-700;647
1155;Машины;SALON SOBLAZN;162;864
1156;Машины;971000590/ATM0590 IKEA TO;-591;-227
1157;Компьтеры;IP ERMOLAEV A.S.;200;-5
1158;Какая-то категория;KFC EVROPEYSKIY;-65;88
1159;Аптеки;BLIS;125;-672
1160;Еще одна категория;AUTOST VENEZIA EST/UGO;732;-477
1161;Какая-то категория;Bolgar;309;791
1162;Компьтеры;KFS SPEKTR  CAFE;804;702
1163;Магазины;RIV GOSH AFIMOLL SITI;730;864
1164;Итернет;KFS SEDMOE NEBO  CAFE;350;69
1165;Компьтеры;O'KEY,N1006896;-154;731
1166;Аптеки;FIB_ATM0410           ;141;-392
1167;Итернет;MARIYA_RA_KOM55;-86;-709
1168;Итернет;"YULMART";-923;-368
1169;ЛОлоло;BRAUKHAUS;102;-729
1170;Компьтеры;PELIKAN  SHOP;-145;-633
1171;Магазины;TRANSSIB 1  AZS;-582;-145
1172;Другая категория;Strauss Innovation;517;429
1173;Аптеки;Apteka "Udachnaya";-592;-219
1174;ЛОлоло;KRK MIR;599;498
1175;Магазины;KINOKASSA LUCH;660;-437
1176;Другая категория;SHELL AZS 8501        ;608;730
1177;Ололоо;Polo Ralph Lauren;-123;996
1178;ЛОлоло;BUTERHOUSE  RESTAURANT;-860;-230
1179;Другая категория;1C INTERES;-851;31
1180;Ололоо;APTECHNAYA SET MIRA;294;-803
1181;Какая-то категория;AVTOCENTRE "AVTOMIR";-116;-833
1182;Еще одна категория;CHERNAYA KOROLEVA;-445;881
1183;Другая категория;GALAKTIKA KASSA 2;-969;-416
1184;Итернет;MTS R198;460;908
1185;Какая-то категория;IGROGRAD;609;150
1186;Машины;BEBI LEND, KASSA 3;599;531
1187;ЛОлоло;ATM 718695;787;-317
1188;Ололоо;AZS 18-35;324;-628
1189;Ололоо;VERSAL;793;517
1190;ЛОлоло;LEKIKO - SHOP;-383;330
1191;Машины;KAFE BEREZKA-BAR;441;652
1192;Какая-то категория;PYATEROCHKA 3065;-517;981
1193;Машины;PLC VIKTORIA-92;-459;918
1194;ЛОлоло;TEREMOK SADOVAYA 32   ;52;-468
1195;Машины;MAGNIT MM BURZHUJ;-594;439
1196;Другая категория;ANGLETERRE HOTEL      ;910;-15
1197;Магазины;UAB LINDEX 579;343;-505
1198;Компьтеры;K-CITYMARKET KUUSAMO;879;122
1199;Другая категория;Lenta 41;717;-321
1200;Компьтеры;BOLSHOY KNIZHNYY-3;32;-295
1201;Итернет;YASHMA-ZOLOTO         ;-76;-61
1202;Итернет;DOLYA ANGELOV;985;-453
1203;Какая-то категория;GAZPROMNEFT AZS 59;801;872
1204;Компьтеры;MCDONALDS 24414    QPS;643;467
1205;Компьтеры;KRK MIR;-798;471
1206;Магазины;Salamander Fil.260;601;-9
1207;Какая-то категория;TCH*WWW.OZO 99C6128664412;704;673
1208;Другая категория;INVESTBANK/Tverskay-Yamsk;-867;-823
1209;Еще одна категория;PPOMSVYAZBANK/Angarskaya;412;509
1210;Итернет;PPOMSVYAZBANK/Mira st  18;-297;406
1211;ЛОлоло;AZK ENERGOSERVIS 3;-281;-202
1212;Итернет;WORLD OF WARCRAFT SUB;758;266
1213;Аптеки;IC102008, P POMOSCH;-162;-185
1214;Какая-то категория;PET. APTEKI;651;583
1215;Еще одна категория;MAGNIT MM AJNET;-868;902
1216;Какая-то категория;MCDONALDS 23001;843;235
1217;Другая категория;MEDOK                 ;207;643
1218;ЛОлоло;Prints-2;558;-623
1219;Другая категория;JASMINE;418;-178
1220;Аптеки;OOO ERC PROGRESS;-693;138
1221;Ололоо;OPTIKA GRAND;-340;684
1222;Еще одна категория;KAFE FUSION;-816;-902
1223;Еще одна категория;AZS 527;-414;-839
1224;Какая-то категория;ATM 79504 MDM BANK NNO;568;-752
1225;Магазины;OOO MORI SINEMA VOLGA;735;894
1226;Аптеки;PBO KFC  RESTAURANT;-107;529
1227;Магазины;OTDEL 5 MAG. SUPERMARK;-843;-125
1228;Ололоо;BEST BUY      00006098;288;332
1229;ЛОлоло;EVROSET N759;755;249
1230;Магазины;DUTY FREE PUNTA CANA I;152;431
1231;Магазины;PIZZA VESUVIO   3917599;-524;-43
1232;Еще одна категория;SHABASH;-782;23
1233;Машины;ORBITA;612;306
1234;Еще одна категория;PPOMSVYAZBANK/38A St 8Voz;865;-672
1235;Аптеки;RESTAURANT KFC KRASNOYAR;-982;-676
1236;Аптеки;KFS KOLUMBUS;-877;33
1237;Ололоо;TEHNO EKSPERT-UFA;-46;-170
1238;Итернет;MF TVOE NASH GIPERMARK;-149;515
1239;Еще одна категория;MAGNIT U DOMA PEPELATS;-413;-116
1240;Еще одна категория;BK-0276-CHUV CHEBOKSARY;-814;-679
1241;Компьтеры;TSYPLYATA PO-ANG. 3;257;429
1242;Аптеки;TRETYAKOV BILET 3;-394;777
1243;Машины;CTCPTM HANG KHONG CR;488;-318
1244;Аптеки;MOLTEDO               ;-188;-89
1245;Какая-то категория;SENTURIA;-142;-856
1246;Компьтеры;IP KERIMOV S.I.;947;-756
1247;Ололоо;OOO KATYUSHA;-183;-960
1248;Другая категория;AZS SESTRORETCK 156;333;-689
1249;Компьтеры;AZK 004 BP  MALYJ;-832;233
1250;Аптеки;EVRAZIA               ;-658;611
1251;Аптеки;AUCHAN 055 KOSMONAVTOV;820;-927
1252;Компьтеры;DETI;968;-888
1253;Компьтеры;KARAPUZ;-949;-28
1254;Какая-то категория;Formula Kino na Mozhaike;229;-151
1255;Компьтеры;ZHURAVLINA;-42;994
1256;Другая категория;TERRANOVA;54;898
1257;Машины;DISAS FISH OY /NUIJAMAA;559;-846
1258;Другая категория;BESTWATCH;-994;376
1259;Еще одна категория;GREKISK KOK;-30;-324
1260;Итернет;MAGNIT GM UFA 2       ;604;475
1261;Другая категория;VESHCH YASENEVO;-917;-259
1262;Аптеки;TAX REFUND RE-CREDIT  ;958;587
1263;Какая-то категория;IKI DRUSKININKAI;876;833
1264;Аптеки;MYASNOI DVOR;-908;-230
1265;Компьтеры;STACJA PALIW MOC JAKOS;-507;-624
1266;Компьтеры;OESTERR BUNDESBAHNEN;-675;-519
1267;Итернет;MELODIYA ZDOROVYA;860;-379
1268;Другая категория;METRO STORE 1010;-919;998
1269;Машины;APTEKA OOO ARSE;-155;-208
1270;Еще одна категория;K CITYMARKET KUOPIO K;399;-729
1271;Аптеки;DOBRYY-EL;-139;917
1272;Компьтеры;PEREKRESTOK 361;-505;-668
1273;Магазины;MAGAZIN "OGGI";-702;-660
1274;Компьтеры;QUIKSILVER TK VNUKOVO AU;551;276
1275;Компьтеры;MAGAZIN-SKLAD;-191;-220
1276;Аптеки;BOLULU HASAN USTA SUT;530;-933
1277;Компьтеры;FFP S7;-14;-794
1278;Компьтеры;PYATEROCHKA 4680;729;-777
1279;Другая категория;ADEPT;-484;-765
1280;Компьтеры;SEVERSK KKM 3;578;275
1281;Итернет;DRUZYA I LYUBIMTSY;886;785
1282;Магазины;GAZPROMNEFT AZS NO 17;530;-466
1283;Аптеки;OSTIN-65;949;919
1284;Аптеки;IL PATIO;449;-356
1285;Другая категория;STARBUCKS TROYKA;-67;522
1286;Какая-то категория;KFC EVROPEYSKIY;-785;-106
1287;Ололоо;BANKOMAT 765084 15691211;629;-937
1288;Машины;KORPORATSIYA TSENTR;-58;883
1289;Аптеки;OOO GEORGI;-12;397
1290;Еще одна категория;BANKOMAT 12043 5846;283;-68
1291;Ололоо;MARKS & SPENCER;-835;-683
1292;Магазины;ANYWAYANYDAY;606;188
1293;Итернет;ATM 10044832;-394;425
1294;Другая категория;FEEL GOOD CAFE;606;-734
1295;Итернет;LUKOIL AZS 116;-693;-479
1296;Какая-то категория;SHIKOLAT;837;-849
1297;Какая-то категория;ADIDAS FO,SHOP;349;733
1298;Магазины;SPORT 2000 RENT FOR FUN;475;-405
1299;Другая категория;STOLOVAYA LOZHKA-VILKA;-51;-676
1300;Итернет;ATM9729 FORUM POLOVKI ;768;-831
1301;Магазины;CABELAS RETAIL RENO;-269;-387
1302;Компьтеры;MANGO TC AFIMOLL SITY;-629;-960
1303;Еще одна категория;RADEZH-88 KASSA3;570;890
1304;Еще одна категория;PROFFI;-715;168
1305;Компьтеры;STACKAN&SHTOPOR;-760;381
1306;Какая-то категория;PULL AND BEAR SNG 4;-515;4
1307;Ололоо;ATM 380900;-728;681
1308;Другая категория;PEREK_ZEMLYACHKI;518;338
1309;Итернет;DETI;799;-113
1310;Аптеки;UBRD/Tatarstan str., 52;-329;-392
1311;Машины;MAGAZIN OBUVI;-237;-377
1312;Компьтеры;AKVADOM;123;-419
1313;Итернет;BAR KOLBASOFF;981;-679
1314;Аптеки;MOSOBLGAZ.RU;279;-568
1315;Компьтеры;EKATERINA;-209;-47
1316;Магазины;GALEREYA ALEKS 110;54;711
1317;Машины;BANK OF MOSCOW/MMB ATM 12;-407;-406
1318;Машины;DREAM FASHION         ;-773;-515
1319;ЛОлоло;UNITED COLORS OF BENETON;-240;526
1320;Еще одна категория;LUKOIL AZS 15 NN;744;-200
1321;Магазины;FACEBK *QTF4E4NTB2;-347;507
1322;Машины;KAFE ATLAS;544;291
1323;ЛОлоло;LUKOIL-NVNP AZS 60 CNE;841;-502
1324;Какая-то категория;APREL;-432;489
1325;Другая категория;ROBOKASSA.RU;-333;608
1326;Итернет;GREENHOUSE;962;-41
1327;Компьтеры;00000226/ZENIT ATM 226;701;-322
1328;Другая категория;MELODIYA;345;-75
1329;Ололоо;NOVEKS_POBED;-436;732
1330;Компьтеры;MOSKOMPEKSIM;-710;433
1331;Компьтеры;DIP APL;203;315
1332;Ололоо;COQUETTE REVUE;163;-833
1333;Машины;TRANSAERO;-804;-154
1334;Еще одна категория;KORM;709;988
1335;ЛОлоло;READ.RU MAGAZIN;322;474
1336;Машины;APTECHKA TISHINSKAYA;816;521
1337;Компьтеры;OMV 1617/;595;623
1338;Другая категория;PARKOMAT RAKHMATULLINA,;323;-151
1339;Какая-то категория;TUI CONEX             ;52;572
1340;Машины;KFC ALTUFYEVO;683;-569
1341;Итернет;CATS&DOGS-SPEKTR;-5;761
1342;Еще одна категория;BP  ODINTSOVSKAYA-1  RC3;791;608
1343;Компьтеры;F2-052;-217;143
1344;Магазины;20014601009/ATM4 TORGOVY;76;37
1345;Итернет;EVROPA-KINOMIR;636;284
1346;Магазины;AEROEXPRESS;934;49
1347;Компьтеры;F ARNO 01135          ;427;346
1348;Компьтеры;GLENFIELD;892;628
1349;Магазины;SHOKO ZEML VAL 18;-169;520
1350;Еще одна категория;MTS IVR;552;-356
1351;Итернет;PYATEROCHKA 1104;-479;-662
1352;Аптеки;DUFRY-DOMODEDOV;-564;969
1353;ЛОлоло;KOHL'S #0781;205;490
1354;Ололоо;BP ORZEL 262;-931;-345
1355;Еще одна категория;KAYFE;-993;-956
1356;Какая-то категория;CAFE YAPOSHA  MASHKOVA;-683;-135
1357;Компьтеры;ABUEVA A. B.IP;-789;864
1358;Компьтеры;ALAN CLINIC;129;334
1359;Какая-то категория;ER-TELEKOM BARNAUL;666;-754
1360;Компьтеры;IP ZUMURKHANOV G.M.;-842;312
1361;Еще одна категория;DESEO;-327;381
1362;Итернет;ENISEJ 18-1;-317;-174
1363;Магазины;WWW.PAY.MTS.RU;616;-846
1364;ЛОлоло;LENTA;-824;-248
1365;Итернет;BOUTIKE SELA;-54;941
1366;Итернет;WALLET ONE ADVERTISI;-20;979
1367;Какая-то категория;BANKOMAT 254670 863501;-305;-959
1368;Ололоо;MAGNIT-KOSMETIK UKRASHENI;140;-957
1369;Аптеки;MCDONALDS 26505       ;-14;541
1370;Компьтеры;MINIBAMBINI;89;-478
1371;Аптеки;AZS LUKOIL 92;17;-543
1372;Аптеки;SALON TSVETI;-121;-938
1373;Еще одна категория;BANKOMAT 570558 8635;698;106
1374;ЛОлоло;RESTORAN MAXIMILIAN'S;-812;538
1375;Магазины;D.NOVINKI,115,2;156;-511
1376;Аптеки;VITAPHARM 73;-879;205
1377;Магазины;BALTIYSKIY BAZAR;363;-293
1378;Аптеки;M.A.C  SHOP;-19;546
1379;Компьтеры;GASTRONOM;-402;-829
1380;Машины;YANDEX.TICKETS;627;965
1381;Другая категория;MTS Z693;-97;845
1382;Какая-то категория;SUPERM.BILLA 352;67;571
1383;Ололоо;BATLER TULSKAYA;162;-642
1384;Магазины;ASKANIA;247;-38
1385;ЛОлоло;APTEKA SOLNYSHKO;179;604
1386;ЛОлоло;MCDONALDS 24482       ;753;-708
1387;Какая-то категория;NEMETSKAYA OBUV 2;-983;-291
1388;Компьтеры;KNIGI;291;771
1389;ЛОлоло;SEARS ROEBUCK   1143;907;326
1390;Компьтеры;AZS N 97;-979;-350
1391;Аптеки;CITYFITNESS;464;-124
1392;Другая категория;ARMANI EXCHANGE #201  ;-190;765
1393;Какая-то категория;KOFEMAGIA;375;-605
1394;Еще одна категория;GLAMOUR;-628;39
1395;Какая-то категория;SNCF TGV.COM          ;-574;-533
1396;Другая категория;KF-ATRIUM KIOSK-1     ;-684;818
1397;Аптеки;SET APTEK ROMASHKA;263;-363
1398;Аптеки;MONRO KHOLL;-955;-371
1399;Какая-то категория;MODIS - SARATOV-3 SHOP;738;-402
1400;Компьтеры;POS OK VIP;-445;685
1401;Итернет;LISCA;633;-379
1402;Аптеки;SLADKOE ZHELANIE;-953;386
1403;ЛОлоло;Shumakova st  46;-732;-953
1404;Итернет;IZHKOMBANK/VOROSHILOVA, 4;-204;783
1405;Компьтеры;LUKOIL AZS 112;971;-554
1406;Компьтеры;Lyubimyi 3;-483;264
1407;Компьтеры;DNS V 40 LET POBEDY;-50;732
1408;Аптеки;LEROY MERLIN KR;-533;917
1409;Ололоо;"Oliviya" Magazin N 3;502;302
1410;Аптеки;SMP;-500;789
1411;Компьтеры;payment.akos.ru;143;-444
1412;Аптеки;HOFF MINSKOE SHOSSE;-82;865
1413;Машины;OBUV PLANETI;694;992
1414;Машины;PITSTSERIYA IL KAFFE;974;-172
1415;Магазины;Ski Bistro;537;576
1416;Какая-то категория;ADIDAS SHOP;-748;-531
1417;Аптеки;BILLA KONKOVO,UL.AKADEMIK;824;-423
1418;Еще одна категория;PYATEROCHKA 1280;-319;0
1419;ЛОлоло;GORODSKAYA APTEKA;107;-680
1420;Машины;SERVER-AVTO;-572;-124
1421;ЛОлоло;PZS2;-720;-747
1422;Другая категория;M.VIDEO NO399  1;808;303
1423;Еще одна категория;MCDONALDS 24602       ;-146;-660
1424;Какая-то категория;GAZPROMNEFT AZS-153;-918;-178
1425;Аптеки;"Spektr";-361;-94
1426;Какая-то категория;45, MARKSA;-116;720
1427;ЛОлоло;OSTIN2;53;-614
1428;Аптеки;INVESTTSENTR;206;759
1429;Магазины;AME/AME TEPLY STAN STATIO;-925;-960
1430;Аптеки;AEROEXPRESS;-597;-972
1431;Итернет;TS EDITA;-522;836
1432;Другая категория;TOKIO VAY;813;-535
1433;Какая-то категория;Presso Prisma Kotka;-153;-488
1434;Какая-то категория;MCDONALDS 24443       ;-260;204
1435;Ололоо;TERVOLINA-NIKOLSKAYA  SH;-925;435
1436;Компьтеры;KAFE;-106;-18
1437;Другая категория;HEALTH CENTER SQ;889;-751
1438;Еще одна категория;CAFE 5 MIN. SHIM. 6;424;-371
1439;Компьтеры;SEVEN 155;-770;613
1440;Аптеки;NESTE AZS 533;712;-973
1441;Другая категория;MAGNIT MM FAKTURA;-215;-838
1442;Итернет;AZS 217,SVETLOJARSKAJA;241;447
1443;Итернет;KAFE ALYANS;-264;-458
1444;Другая категория;ZARA  SHOP;446;-576
1445;Ололоо;R2004003, MAXIDOM-3;322;-873
1446;ЛОлоло;GOLD CABLE-ALANYA-1;-413;302
1447;Другая категория;APTEKA 36 I 7 34;-346;-830
1448;Итернет;VYLET-393 SVO-D  JEWELRY;-716;-172
1449;Магазины;MAGNIT MM KRYZHOVNIK;655;-387
1450;ЛОлоло;PANATSEYA;-233;653
1451;Какая-то категория;LENINSKIY 85 LE FUTUR;-560;769
1452;Итернет;MCDONALDS 24443    QPS;-980;989
1453;Какая-то категория;CARREFOUR EXPRES;-558;536
1454;Машины;T.G.I. FRIDAYS;-458;398
1455;Магазины;TTS16 FIZKULTURNAYA;-998;-75
1456;Другая категория;DETSKIY MIR RESPUBLIKA;-236;-755
1457;Машины;308 YUGFARMA;235;-698
1458;Компьтеры;GALEREYA ALEKS 62;-285;500
1459;Машины;CONCERT.RU            ;-5;-100
1460;Компьтеры;BANKOMAT 381901 5281;-909;-123
1461;Другая категория;POZHARKA;742;-530
1462;Ололоо;DUNKIN DONUTS NOVYIY ARBA;539;113
1463;Магазины;AZS-103 Agalatovo;-383;-909
1464;Машины;POLYANA;-403;621
1465;Аптеки;DORUK ILETISIM VE OT;-235;-898
1466;Итернет;LE BREBANT;-158;-674
1467;ЛОлоло;CINEMAPARK;-433;288
1468;Аптеки;UPAKOVKA PODARKOV;-248;-266
1469;Аптеки;AZS 216,PR.LENINA,92A,;807;-923
1470;Еще одна категория;MCDONALDS 27952       ;-183;-702
1471;Магазины;LAST TANGO BOUTIQUE;-520;-181
1472;Ололоо;SKY EXPRESS;-12;747
1473;Ололоо;NG Presnenskaya zastav;620;716
1474;Ололоо;PERSPECTIVE;355;263
1475;ЛОлоло;LUKOIL AZS 0188;-315;114
1476;ЛОлоло;OSTIN 163;-990;-822
1477;Машины;44059751/MDM BANK;-68;-937
1478;Ололоо;KINOMAKS4;-216;-234
1479;Машины;BALTIYSKIY HLEB - KAFE;951;569
1480;ЛОлоло;RIV GOSH TTS OMSKIY;535;673
1481;Машины;MOSOBLBANK/ATM DUBROVINSK;-784;527
1482;Ололоо;P..skylahden sivuapteekki;-267;64
1483;Ололоо;AZK KCHNP 17;-801;280
1484;Магазины;MANGOTELECOM;883;-531
1485;ЛОлоло;GOOGLE *TapOK;419;640
1486;Машины;TCH  ZAPADNO SIBIRSKOE AV;-804;-792
1487;Компьтеры;INTERSPORT KAJAANI;-804;209
1488;Итернет;VITO PONTI 1;-628;-900
1489;Какая-то категория;VITAMIN WORLD 4901;-883;-597
1490;Какая-то категория;PRISMA SAVONLINNA;-478;902
1491;Магазины;BILLA-GENERALA TYULENEVA;-978;483
1492;Еще одна категория;SATURN-UFA;-870;96
1493;Аптеки;Pushkin Central Club;28;-45
1494;Машины;_OBOI_;289;412
1495;Машины;Lyubimyi 6;-639;505
1496;Ололоо;MOLOKO FANTASTIKA;467;400
1497;Ололоо;MCDONALDS 11003    QPS;531;-121
1498;Еще одна категория;MAGAZIN ALEKMA;825;-539
1499;Еще одна категория;ZARA TARRAGONA PARC CE;711;269
1500;Еще одна категория;SUPERMARKET SEMYA;687;-428
1501;Магазины;20014601009/ATM4 TORGOVY;-919;-369
1502;Другая категория;UKROP  CAFE;-636;550
1503;Еще одна категория;R2004039, MAXIDOM;338;-231
1504;Какая-то категория;DIESEL  FACTORY OUTLET;441;873
1505;Машины;OSTROVSKIY  RESTAURANT;526;-264
1506;Итернет;PYATEROCHKA 8516;-125;-854
1507;Другая категория;MOSMART            QPS;459;30
1508;Ололоо;MAGNIT GM UFA 2       ;-597;-868
1509;Компьтеры;KAFE ATLAS;690;260
1510;Магазины;MATRITSA 2;726;-706
1511;Итернет;TUO DI;-695;-114
1512;Итернет;BANKOMAT 251633 5940;511;-881
1513;Итернет;HEAVENLY;133;-384
1514;Компьтеры;ATM 2363-VEL NOVGOROD;-62;381
1515;ЛОлоло;BANKOMAT 692208 4378;-505;340
1516;Магазины;LUKOIL AZK 33 MOSKOVSKAY;-555;-601
1517;Аптеки;BP  EREMINO  RC153;-765;-190
1518;Магазины;BANKOMAT 830012 8641;595;-935
1519;Магазины;PERSONA CLUB SALON;-835;996
1520;Другая категория;176/Vyborgskoe Sh.,19;5;-924
1521;Магазины;APTECHNYI PUNKT N417;-776;850
1522;ЛОлоло;KALININA, 275;-171;649
1523;Магазины;PYATEROCHKA 3011;33;509
1524;Магазины;EMELYA MERKURIY 3;-450;357
1525;Еще одна категория;PIVOVARNYA A.N. ANTONOVA;-402;205
1526;Другая категория;TOTALERG LC001     842;646;790
1527;Магазины;PEREKRESTOK ALTUFEVO;-797;-649
1528;Аптеки;RESTORAN INDOKITAI;370;-360
1529;Ололоо;ATM OSB 1879-1777;-145;-223
1530;Ололоо;MCDONALDS 27302;-927;17
1531;Другая категория;KRASNOE I BELOE;676;-821
1532;Магазины;SVYAZNOY;399;465
1533;Машины;SUPERM.BILLA 352;425;187
1534;Компьтеры;118005FI NIKE FACT 745;-932;155
1535;ЛОлоло;PETROENORGOSBYT;527;728
1536;Магазины;E2E4 SEVERSK;-745;-954
1537;Магазины;MCDONALDS 21005       ;-814;228
1538;Какая-то категория;ER-TELECOM-IZHEVSK;-770;-760
1539;Какая-то категория;S6AV342N              ;975;122
1540;ЛОлоло;MOSTSVETTORG ALEKSEEV;396;-238
1541;Еще одна категория;OBUV PLANETI;51;113
1542;Аптеки;SKYEXPRESS;501;-991
1543;Еще одна категория;SHENG KEE BAKERY      ;-556;-272
1544;Машины;BANKOMAT 850280 7810;175;12
1545;Какая-то категория;GOOGLE *Gameloft;-470;-183
1546;Еще одна категория;TEKHTAYM;636;-270
1547;Еще одна категория;BANKOMAT 830718 1569;805;-598
1548;Другая категория;ZARA USA 3441         ;149;-498
1549;Другая категория;AUCHAN 058 SARATOV;451;-271
1550;Аптеки;CH THAO NGUYEN XANH;427;-94
1551;Какая-то категория;TEREMOK BEGOVAYA      ;-701;630
1552;Машины;44075497/MDM BANK;-904;1000
1553;Итернет;CUM;-536;85
1554;ЛОлоло;BANKOMAT 332062 69011202;598;70
1555;Ололоо;TERVOLINA NOVOYAS;-559;-248
1556;Машины;AZS 6 ZARECHNAYA;277;-341
1557;Аптеки;ATM320 SPB ASHA;-191;185
1558;Еще одна категория;GAZPROMBANK/KOROTCHAEVO;935;386
1559;Другая категория;MCDONALDS 21021       ;-799;608
1560;Магазины;BAYRAM-292;-206;-107
1561;Магазины;AZS 120;-291;586
1562;Другая категория;CAFE BILINGUA;-992;-263
1563;Какая-то категория;ORIGINAL;805;890
1564;Какая-то категория;IC101986, P POMOSCH;-354;-356
1565;Другая категория;PPOMSVYAZBANK/7 St Gagari;-319;158
1566;Магазины;COFFEESHOP COMPANY;853;728
1567;Еще одна категория;RESTORAN SUSHI SAN;379;422
1568;ЛОлоло;PROSTOR-TOUR;734;560
1569;Еще одна категория;FABI;68;738
1570;Компьтеры;TRUCK FORCE;808;-146
1571;Машины;CALZEDONIA  TK  GALLERY;495;-899
1572;ЛОлоло;BANKOMAT 381002 5281;305;-350
1573;Еще одна категория;PPOMSVYAZBANK/Lenina av,;216;373
1574;Магазины;RUSTUR;714;177
1575;Аптеки;DIM RUS  SHOP;81;-467
1576;Аптеки;TO DA SE;-637;280
1577;Другая категория;FGBU TSNIISICHLKH;362;-682
1578;Машины;AEROFLOT;-495;-25
1579;Магазины;SEKTSIYA S-15 OBOI;338;-157
1580;Другая категория;M&S KHIMKI 1;-582;-30
1581;Ололоо;MAGAZIN TY I JA;-674;-348
1582;Магазины;ATM EKATERINBURG;-358;-766
1583;Какая-то категория;LUKOIL AZS 201;-662;-32
1584;Аптеки;AZS 211;-893;717
1585;Другая категория;UNTSIYA;849;-780
1586;Другая категория;U Palicha;945;-275
1587;Магазины;LADA AVTO 2 VAZ;-711;-440
1588;Еще одна категория;DAMSKOE SCHASTE;-74;-205
1589;Итернет;MAGAZIN 560;595;-213
1590;Компьтеры;AZS 415;-50;-191
1591;Ололоо;FRESCO CAFE;-828;789
1592;Магазины;RISTORANTE CENTRO LA F;870;-282
1593;Ололоо;DRI*Extended Download;751;229
1594;Еще одна категория;donatto;296;-705
1595;Еще одна категория;FK ZEBRA NA KALANCHEVKE;144;45
1596;Другая категория;HAND MAD;408;963
1597;Ололоо;BANKOMAT 222426 86340200;-510;110
1598;ЛОлоло;VABI-SABI MAROSEYKA;-940;-606
1599;Аптеки;ALINA  SALON;-229;-151
1600;Аптеки;PLANETA SUSHI RESTAUR;-349;-306
1601;Ололоо;MAGNIT MM BIANT;384;-351
1602;Другая категория;BANK VOZROZHDE/9 LINIIA 6;-729;-301
1603;Ололоо;PYATEROCHKA 2969;-439;-752
1604;Машины;BIGHORN GIFTS;-889;-513
1605;ЛОлоло;MCDONALDS 23004;176;-775
1606;Компьтеры;LEROY MERLIN VOSTOK;-178;471
1607;Аптеки;SHOKO M. DMITR 2-4;9;817
1608;Аптеки;KYKYRYZA_PAY_3D;-523;931
1609;Магазины;MODIS-CHEBOKSARY  SHOP;-953;-358
1610;Аптеки;MAGNIT GM KRASNODAR 6;-404;721
1611;Ололоо;MEDIA-MARKT KOSMONAVTOV S;987;182
1612;Компьтеры;ARIGATO;-68;952
1613;Другая категория;AZS LUKOIL 102;423;19
1614;Еще одна категория;AZS 145;491;505
1615;Магазины;APTEKA 2;-676;-938
1616;Ололоо;MANHATTAN PIZZA SOCIALIS;261;408
1617;Магазины;COQUETTE REVUE;193;741
1618;Какая-то категория;SPAR_RITEYL05;-978;-894
1619;Итернет;LUIDOR TYUNING NN;683;-461
1620;ЛОлоло;SMOLENKA  SHOP;-736;60
1621;ЛОлоло;ABSOLUTE DEVELOPMENT C;-190;-84
1622;Итернет;SBARRO-FANTASTIKA     ;838;14
